xpath,versions,description
/IRS990/OfficeExpenses/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OfficeExpenses] Office expenses; [Fundraising] Fundraising
/IRS990/OfficeExpenses/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OfficeExpenses] Office expenses; [ManagementAndGeneral] Management and general
/IRS990/OfficeExpenses/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OfficeExpenses] Office expenses; [ProgramServices] Program services
/IRS990/OfficeExpenses/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OfficeExpenses] Office expenses; [Total] Total
/IRS990/OfficeExpensesGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OfficeExpensesGrp] Office expenses; [FundraisingAmt] Fundraising
/IRS990/OfficeExpensesGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OfficeExpensesGrp] Office expenses; [ManagementAndGeneralAmt] Management and general
/IRS990/OfficeExpensesGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OfficeExpensesGrp] Office expenses; [ProgramServicesAmt] Program services
/IRS990/OfficeExpensesGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OfficeExpensesGrp] Office expenses; [TotalAmt] Total
/IRS990/OfficerEntityWithBsnssRltnshp,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[OfficerEntityWithBsnssRltnshp] Officer, etc. of entity with business relationship?"
/IRS990/OfficerMailingAddress,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OfficerMailingAddress] Officer mailing address?
/IRS990/OfficerMailingAddressInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OfficerMailingAddressInd] Officer mailing address?
/IRS990/OnBehalfOfIssuer,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OnBehalfOfIssuer] On behalf of issuer?
/IRS990/OnBehalfOfIssuerInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OnBehalfOfIssuerInd] On behalf of issuer?
/IRS990/OperateHospitalInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OperateHospitalInd] Hospital?
/IRS990/OrgDoesNotFollowSFAS117Ind,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[OrgDoesNotFollowSFAS117Ind] Organizations that do not follow SFAS 117, check here"
/IRS990/OrgFiledInLieuOfForm1041Ind,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OrgFiledInLieuOfForm1041Ind] Filed lieu 1041?
/IRS990/Organization4947a1,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Organization4947a1] Indicates a 4947(a)(1) organization
/IRS990/Organization4947a1NotPFInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[Organization4947a1NotPFInd] Indicates a 4947(a)(1) organization
/IRS990/Organization501c,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Organization501c] Indicates a 501(c) organization
/IRS990/Organization501c3,2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Organization501c3] Indicates a 501(c)(3) organization
/IRS990/Organization501c3Ind,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[Organization501c3Ind] Indicates a 501(c)(3) organization
/IRS990/Organization501cInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[Organization501cInd] Indicates a 501(c) organization
/IRS990/Organization527,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[Organization527] Indicates a 527 organization
/IRS990/Organization527Ind,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[Organization527Ind] Indicates a 527 organization
/IRS990/OrganizationFollowsSFAS117Ind,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[OrganizationFollowsSFAS117Ind] Organizations that follow SFAS 117, check here"
/IRS990/OthNotesLoansReceivableNetGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OthNotesLoansReceivableNetGrp] Other notes and loans receivable net; [BOYAmt] Beginnning of year
/IRS990/OthNotesLoansReceivableNetGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OthNotesLoansReceivableNetGrp] Other notes and loans receivable net; [EOYAmt] Ending of year
/IRS990/OtherAssetsTotal/BOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherAssetsTotal] Other assets; [BOY] Beginnning of year
/IRS990/OtherAssetsTotal/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherAssetsTotal] Other assets; [EOY] Ending of year
/IRS990/OtherAssetsTotalGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherAssetsTotalGrp] Other assets; [BOYAmt] Beginnning of year
/IRS990/OtherAssetsTotalGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherAssetsTotalGrp] Other assets; [EOYAmt] Ending of year
/IRS990/OtherChangesInNetAssetsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherChangesInNetAssetsAmt] Other changes in net assets or fund balances
/IRS990/OtherEmployeeBenefits/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherEmployeeBenefits] Other employee benefits; [Fundraising] Fundraising
/IRS990/OtherEmployeeBenefits/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherEmployeeBenefits] Other employee benefits; [ManagementAndGeneral] Management and general
/IRS990/OtherEmployeeBenefits/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherEmployeeBenefits] Other employee benefits; [ProgramServices] Program services
/IRS990/OtherEmployeeBenefits/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherEmployeeBenefits] Other employee benefits; [Total] Total
/IRS990/OtherEmployeeBenefitsGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherEmployeeBenefitsGrp] Other employee benefits; [FundraisingAmt] Fundraising
/IRS990/OtherEmployeeBenefitsGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherEmployeeBenefitsGrp] Other employee benefits; [ManagementAndGeneralAmt] Management and general
/IRS990/OtherEmployeeBenefitsGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherEmployeeBenefitsGrp] Other employee benefits; [ProgramServicesAmt] Program services
/IRS990/OtherEmployeeBenefitsGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherEmployeeBenefitsGrp] Other employee benefits; [TotalAmt] Total
/IRS990/OtherExpensePriorYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpensePriorYear] Other expenses - prior year
/IRS990/OtherExpenses/Description,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpenses] Other expenses; [Description] Description
/IRS990/OtherExpenses/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpenses] Other expenses; [Fundraising] Fundraising
/IRS990/OtherExpenses/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpenses] Other expenses; [ManagementAndGeneral] Management and general
/IRS990/OtherExpenses/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpenses] Other expenses; [ProgramServices] Program services
/IRS990/OtherExpenses/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpenses] Other expenses; [Total] Total
/IRS990/OtherExpensesCurrentYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExpensesCurrentYear] Other expenses - current year
/IRS990/OtherExpensesGrp/Desc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherExpensesGrp] Other expenses; [Desc] Description
/IRS990/OtherExpensesGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherExpensesGrp] Other expenses; [FundraisingAmt] Fundraising
/IRS990/OtherExpensesGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherExpensesGrp] Other expenses; [ManagementAndGeneralAmt] Management and general
/IRS990/OtherExpensesGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherExpensesGrp] Other expenses; [ProgramServicesAmt] Program services
/IRS990/OtherExpensesGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherExpensesGrp] Other expenses; [TotalAmt] Total
/IRS990/OtherExplainInSchO,2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherExplainInSchO] Other (Explain in Schedule O)
/IRS990/OtherInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherInd] Other (Explain in Schedule O)
/IRS990/OtherLiabilities/BOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherLiabilities] Other liabilities; [BOY] Beginnning of year
/IRS990/OtherLiabilities/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherLiabilities] Other liabilities; [EOY] Ending of year
/IRS990/OtherLiabilitiesGrp/BOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherLiabilitiesGrp] Other liabilities; [BOYAmt] Beginnning of year
/IRS990/OtherLiabilitiesGrp/EOYAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherLiabilitiesGrp] Other liabilities; [EOYAmt] Ending of year
/IRS990/OtherNotesLoansReceivableNet/BOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherNotesLoansReceivableNet] Other notes and loans receivable net; [BOY] Beginnning of year
/IRS990/OtherNotesLoansReceivableNet/EOY,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherNotesLoansReceivableNet] Other notes and loans receivable net; [EOY] Ending of year
/IRS990/OtherOrganizationDsc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherOrganizationDsc] Type of organization - other description
/IRS990/OtherRevenueCurrentYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueCurrentYear] Other revenue - current year
/IRS990/OtherRevenueMisc/BusinessCode,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueMisc] Other revenue; [BusinessCode] Business code
/IRS990/OtherRevenueMisc/Description,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueMisc] Other revenue; [Description] Description
/IRS990/OtherRevenueMisc/ExclusionAmount,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,"[OtherRevenueMisc] Other revenue; [ExclusionAmount] Excluded by section 512, 513, or 514: amount"
/IRS990/OtherRevenueMisc/RelatedOrExemptFunctionIncome,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueMisc] Other revenue; [RelatedOrExemptFunctionIncome] Related or exempt function revenue
/IRS990/OtherRevenueMisc/TotalRevenueColumn,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueMisc] Other revenue; [TotalRevenueColumn] Total revenue
/IRS990/OtherRevenueMisc/UnrelatedBusinessRevenue,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenueMisc] Other revenue; [UnrelatedBusinessRevenue] Unrelated business revenue
/IRS990/OtherRevenueMiscGrp/BusinessCd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueMiscGrp] Other revenue; [BusinessCd] Business code
/IRS990/OtherRevenueMiscGrp/Desc,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueMiscGrp] Other revenue; [Desc] Description
/IRS990/OtherRevenueMiscGrp/ExclusionAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[OtherRevenueMiscGrp] Other revenue; [ExclusionAmt] Excluded by section 512, 513, or 514: amount"
/IRS990/OtherRevenueMiscGrp/RelatedOrExemptFuncIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueMiscGrp] Other revenue; [RelatedOrExemptFuncIncomeAmt] Related or exempt function revenue
/IRS990/OtherRevenueMiscGrp/TotalRevenueColumnAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueMiscGrp] Other revenue; [TotalRevenueColumnAmt] Total revenue
/IRS990/OtherRevenueMiscGrp/UnrelatedBusinessRevenueAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueMiscGrp] Other revenue; [UnrelatedBusinessRevenueAmt] Unrelated business revenue
/IRS990/OtherRevenuePriorYear,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherRevenuePriorYear] Other revenue - prior year
/IRS990/OtherRevenueTotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherRevenueTotalAmt] Other miscellaneous revenue total
/IRS990/OtherSalariesAndWages/Fundraising,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherSalariesAndWages] Other salaries and wages; [Fundraising] Fundraising
/IRS990/OtherSalariesAndWages/ManagementAndGeneral,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherSalariesAndWages] Other salaries and wages; [ManagementAndGeneral] Management and general
/IRS990/OtherSalariesAndWages/ProgramServices,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherSalariesAndWages] Other salaries and wages; [ProgramServices] Program services
/IRS990/OtherSalariesAndWages/Total,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherSalariesAndWages] Other salaries and wages; [Total] Total
/IRS990/OtherSalariesAndWagesGrp/FundraisingAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherSalariesAndWagesGrp] Other salaries and wages; [FundraisingAmt] Fundraising
/IRS990/OtherSalariesAndWagesGrp/ManagementAndGeneralAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherSalariesAndWagesGrp] Other salaries and wages; [ManagementAndGeneralAmt] Management and general
/IRS990/OtherSalariesAndWagesGrp/ProgramServicesAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherSalariesAndWagesGrp] Other salaries and wages; [ProgramServicesAmt] Program services
/IRS990/OtherSalariesAndWagesGrp/TotalAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherSalariesAndWagesGrp] Other salaries and wages; [TotalAmt] Total
/IRS990/OtherSourcesGrossIncomeAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,"[OtherSourcesGrossIncomeAmt] Gross income, other sources"
/IRS990/OtherWebsite,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OtherWebsite] Other website
/IRS990/OtherWebsiteInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OtherWebsiteInd] Other website
/IRS990/OwnWebsite,2009v1.0;2009v1.1;2009v1.2;2009v1.3;2009v1.4;2009v1.7;2010v3.2;2010v3.4;2010v3.6;2010v3.7;2011v1.2;2011v1.3;2011v1.4;2011v1.5;2012v2.0;2012v2.1;2012v2.2;2012v2.3;2012v3.0,[OwnWebsite] Own website
/IRS990/OwnWebsiteInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[OwnWebsiteInd] Own website
/IRS990/PYBenefitsPaidToMembersAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PYBenefitsPaidToMembersAmt] Benefits paid to members - prior year
/IRS990/PYContributionsGrantsAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PYContributionsGrantsAmt] Contributions and grants - prior year
/IRS990/PYExcessBenefitTransInd,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PYExcessBenefitTransInd] Prior excess benefit transaction?
/IRS990/PYGrantsAndSimilarPaidAmt,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;2016v3.0,[PYGrantsAndSimilarPaidAmt] Grants and similar amounts - prior year
